id,artist,album,album_art,top_emotion,id1,id2,id3,id4,id5
179,The Walkmen,Everyone Who Pretended to Like Me Is Gone,https://i.scdn.co/image/ab67616d0000b273a39b2ffd81fa1735eb88d791,sadness,3302,682,3661,305,5137
180,Soft Metals,Soft Metals,https://i.scdn.co/image/ab67616d0000b273c57145c70568c4e195063640,sadness,3349,6757,2789,4655,7140
181,Screaming Trees,Last Words: The Final Recordings,https://i.scdn.co/image/ab67616d0000b2732c8d96d9467beae69ac16cee,sadness,7846,7865,4360,2442,4470
182,Elysian Fields,Last Night on Earth,https://i.scdn.co/image/ab67616d0000b273dc86513755edeba150aed37e,joy,8931,5896,6626,1698,3872
183,William Elliott Whitmore,Field Songs,https://i.scdn.co/image/ab67616d0000b2731ce51089f501cbedebc132b0,sadness,3505,4962,8460,6054,10768
184,Wu-Tang,Legendary Weapons,https://i.scdn.co/image/ab67616d0000b2738c04bb8d7936cca640e055e9,anger,7629,5122,1264,9831,9120
185,Rogue Wave,Permalight,https://i.scdn.co/image/ab67616d0000b27376823025c4815aaba78d5766,joy,4734,7132,8023,9013,6956
186,Clogs,The Creatures in the Garden of Lady Walton,https://i.scdn.co/image/ab67616d0000b27332ae95a434cb43c3e83c197e,surprise,2726,9965,2398,6832,8459
187,Archie Bronson Outfit,Coconut,https://i.scdn.co/image/ab67616d0000b27384492414376f5287dfa22621,sadness,5456,10243,10898,9077,9183
188,Andrew W.K.,Close Calls With Brick Walls / Mother of Mankind,https://i.scdn.co/image/ab67616d0000b273050b98cf6bb5187bb4476c5b,anger,8607,5794,6345,5263,279
189,Jason Collett,Rat a Tat Tat,https://i.scdn.co/image/ab67616d0000b2732d75dbf2da25752abf838b5c,anger,8392,6824,5731,6094,3543
190,Slow Club,Yeah So,https://i.scdn.co/image/ab67616d0000b273b8ab46b805bc502b541b3cd1,sadness,9186,5195,10594,2619,4204
191,High on Fire,Snakes for the Divine,https://i.scdn.co/image/ab67616d0000b2739dcc0816aa4f89cea6c56cd8,anger,10907,2274,8883,4392,4331
192,King Gizzard & The Lizard Wizard,Murder of the Universe,https://i.scdn.co/image/ab67616d0000b273e8c7f60fc7a66094e3487fd1,sadness,9614,9641,5801,4072,1116
193,David Bowie,Cracked Actor (Live Los Angeles ’74),https://i.scdn.co/image/ab67616d0000b2730d91cf5368982a1e84bf9673,joy,9755,398,123,6823,8588
194,MC Eiht,Which Way Iz West,https://i.scdn.co/image/ab67616d0000b2730309f4bca56a44197b7c2e53,anger,9209,6705,9765,4235,7520
195,Laurel Halo,Dust,https://i.scdn.co/image/ab67616d0000b273d23cce85b34f5ed4762e0e9a,surprise,8856,2457,2844,1769,2353
196,Colter Wall,Colter Wall,https://i.scdn.co/image/ab67616d0000b273884f3542096379bca4557b94,sadness,10088,1400,889,7897,937
197,Jeff Tweedy,Together at Last,https://i.scdn.co/image/ab67616d0000b273cfd69504eddb4e8cf2ff4a30,sadness,7924,5,1573,196,38
198,Rozwell Kid,Precious Art,https://i.scdn.co/image/ab67616d0000b273df90218b3d4e2b19b6f1c2d8,anger,2330,1798,6857,1198,8080
199,Andrew Bird,Armchair Apocrypha,https://i.scdn.co/image/ab67616d0000b273fe5ece486ab2abe219117988,anger,5483,9205,5607,2643,1766
200,The Zincs,Black Pompadour,https://i.scdn.co/image/ab67616d0000b273f7f821876275314ce80c6c21,anger,869,9886,10373,70,2880
201,Panda Bear,Person Pitch,https://i.scdn.co/image/ab67616d0000b273ed4196ab68bf2a9f0c507edd,joy,892,3827,7136,3954,9550
202,Brother Ali,Mourning in America and Dreaming in Color,https://i.scdn.co/image/ab67616d0000b273827f1357a75f0c045cf25b74,anger,3137,6133,10190,3558,10719
203,The Gaslamp Killer,Breakthrough,https://i.scdn.co/image/ab67616d0000b27332b9596e9335a61596a15600,anger,2664,1262,6705,822,6702
204,Band of Horses,Mirage Rock,https://i.scdn.co/image/ab67616d0000b27319bd0bc55b449812d4a8d58e,joy,3893,8649,9886,2262,4399
205,Hooded Menace,Effigies of Evil,https://i.scdn.co/image/ab67616d0000b2731a24a985f2382f065474701a,anger,4746,5614,6647,7579,1221
206,The Sea and Cake,Runner,https://i.scdn.co/image/ab67616d0000b2732d98b71f8b326420ec6908b1,sadness,4401,6797,8015,1676,5378
207,Woods,Bend Beyond,https://i.scdn.co/image/ab67616d0000b2737ea760f6e1c87211c704ad4d,surprise,2800,682,2124,9682,3183
208,Calexico,Algiers,https://i.scdn.co/image/ab67616d0000b273cccda6134748a8597654cd39,joy,5472,2550,4478,6063,7096
209,Six Organs of Admittance,Ascent,https://i.scdn.co/image/ab67616d0000b2732d017b87275242f6cfc67174,surprise,6902,789,1629,2052,9664
210,Isis,Panopticon,https://i.scdn.co/image/ab67616d0000b273a22f7e3de0f46d433283e8ce,surprise,3642,8395,9916,4508,7502
211,Willie Nelson,It Always Will Be,https://i.scdn.co/image/ab67616d0000b273398934cfe866c10832f50e20,joy,9703,10145,9293,4270,5946
212,Annie,Anniemal,https://i.scdn.co/image/ab67616d0000b27323a176435b0510d90e54d044,joy,757,1993,3692,3509,1346
213,Vordul Mega,The Revolution of Yung Havoks,https://i.scdn.co/image/ab67616d0000b273852fbe8699858788d464dfa9,joy,48,3681,8070,9099,8438
214,Fleetwood Mac,Tusk,https://i.scdn.co/image/ab67616d0000b273ac3b1b1e8bb8a4986b485fb5,joy,4479,3432,9640,7750,8549
215,The Julie Ruin,Hit Reset,https://i.scdn.co/image/ab67616d0000b2735f1c18a29b807ba89de7e50a,joy,8141,9992,699,8774,10919
216,Migos,3 Way,https://i.scdn.co/image/ab67616d0000b27309f888c67c1ac1b7ee822c41,anger,6698,2920,10968,6972,4161
217,Shura,Nothing’s Real,https://i.scdn.co/image/ab67616d0000b27347b93601aed57ab7e31c181a,surprise,2114,7776,9909,5327,3201
218,Kel Valhaal,New Introductory Lectures on the System of Transcendental Qabala,https://i.scdn.co/image/ab67616d0000b2735ace145a3366f4a78a688885,joy,359,3365,3585,6963,8524
219,Schoolboy Q,Blank Face LP,https://i.scdn.co/image/ab67616d0000b27325475181eb4622ed295f9485,anger,278,4983,10081,1778,619
220,Russian Circles,Memorial,https://i.scdn.co/image/ab67616d0000b2730a6681162da174d75599b377,surprise,1426,5159,10033,7625,12
221,The Killers,Direct Hits,https://i.scdn.co/image/ab67616d0000b27348488c2eee5727efc30bf657,sadness,7392,2874,8190,9121,8757
222,Fins,FINS,https://i.scdn.co/image/ab67616d0000b27363148a514644ac853988547a,sadness,3203,2687,7410,4904,7036
223,Anna Calvi,One Breath,https://i.scdn.co/image/ab67616d0000b2735b79a149e3c4e1b5261d7cad,sadness,4393,2921,2619,4701,10080
224,Skeletonwitch,Serpents Unleashed,https://i.scdn.co/image/ab67616d0000b273856eb07b7a90ecb8296a8634,sadness,1770,6984,3668,4936,8371
225,The Sea and Cake,Everybody,https://i.scdn.co/image/ab67616d0000b273f24ac40d7d634bc5d720c0e7,sadness,491,9787,5146,9488,4272
226,Björk,Volta,https://i.scdn.co/image/ab67616d0000b273b952b1149758c12b9bb64636,joy,9066,6462,8815,102,10807
227,Amandine,Solace in Sore Hands,https://i.scdn.co/image/ab67616d0000b27385f8bcf71b1752e3cbec7d0f,joy,1698,2574,2876,10604,4198
228,Lavender Diamond,Imagine Our Love,https://i.scdn.co/image/ab67616d0000b273e0a5ee42706242a28d45e869,joy,40,2373,1067,8929,4930
229,Love of Diagrams,Mosaic,https://i.scdn.co/image/ab67616d0000b273355ed55f96e63951384064f7,joy,2426,8509,4245,2134,7640
230,Joseph Arthur,Let's Just Be,https://i.scdn.co/image/77219c766b9cdadeb70777d160716988f97b61ea,joy,6541,3499,9989,1959,5594
231,Stefflon Don,Real Ting,https://i.scdn.co/image/ab67616d0000b2737ecc15a12ad9fa380bb99b36,anger,7068,6683,9393,2848,3137
232,Gabriel Garzón-Montano,Jardín,https://i.scdn.co/image/ab67616d0000b273aed0b862f89b8de83bea2de9,joy,9969,2132,745,2588,9401
233,Grateful Dead,The Grateful Dead: 50th Anniversary Deluxe Edition,https://i.scdn.co/image/ab67616d0000b273e4468ce62e60e734a772dcf8,joy,9304,5547,1825,933,8649
234,Her Space Holiday,Home is Where You Hang Yourself,https://i.scdn.co/image/ab67616d0000b2734d02a9ae7054a377ab36069f,sadness,9771,2287,10863,6047,8657
235,Super Furry Animals,Mwng,https://i.scdn.co/image/ab67616d0000b2730a3a8e9f7f29f5a91525f2da,surprise,9864,6408,2819,7089,2991
236,Mark Kozelek,Rock 'N' Roll Singer,https://i.scdn.co/image/ab67616d0000b2739ba1b03e67c30a440e6bcd3f,joy,9132,4604,9522,2355,10856
237,Modest Mouse,The Moon & Antarctica,https://i.scdn.co/image/ab67616d0000b2738f7128431367ce70f773651c,sadness,1555,2807,953,10997,6519
238,Lorn,Nothing Else,https://i.scdn.co/image/ab67616d0000b273e38c8675d3182af8d277d026,surprise,882,1250,2904,4035,10763
239,Chief,Modern Rituals,https://i.scdn.co/image/ab67616d0000b2731e1c8109094549b05377dee9,sadness,10482,5017,10151,9669,10819
240,Gucci Mane,Jewelry Selection,https://i.scdn.co/image/ab67616d0000b2734d6fa424be56270817a08739,anger,8276,9764,9211,2920,6972
241,Philip Selway,Familial,https://i.scdn.co/image/ab67616d0000b2738b01cf8f7b7845369d14c3d4,joy,1713,10967,3172,1400,1851
242,Tamaryn,The Waves,https://i.scdn.co/image/ab67616d0000b27324b8a4c6a7306a995096a25c,joy,10915,1976,2012,7825,8361
243,Pale Sketcher,Jesu: Pale Sketches Demixed,https://i.scdn.co/image/ab67616d0000b273850e84c0ab8198128da5a036,anger,9516,152,7734,510,7327
244,Klaxons,Surfing the Void,https://i.scdn.co/image/ab67616d0000b2733c978e077f2b75af826b927c,surprise,2552,1664,1735,7429,2740
245,Cex,Being Ridden,https://i.scdn.co/image/ab67616d0000b27337aeac67752b7e44ae60df6a,sadness,247,5414,7623,4442,8894
246,Daniel Lanois,Shine,https://i.scdn.co/image/ab67616d0000b273306cfc4dd5258912899fe974,joy,3906,3834,10454,10319,2555
247,CunninLynguists,Southernunderground,https://i.scdn.co/image/ab67616d0000b2730c3f6f2f6b041482515ceb71,sadness,245,9591,5314,5414,4592
248,Joan of Arc,In Rape Fantasy and Terror Sex We Trust,https://i.scdn.co/image/ab67616d0000b273ed7f325040a63178daa7a7ba,surprise,195,8896,3192,2245,5415
249,Hawksley Workman,(Last Night We Were) The Delicious Wolves,https://i.scdn.co/image/ab67616d0000b27375f4bc9cefdbf6b48a5d8182,anger,8539,7660,2711,7775,2102
250,Akrobatik,Balance,https://i.scdn.co/image/ab67616d0000b273b474f5203de9b7db3fa1fef4,anger,10362,9678,1799,6267,6223
251,Common,Electric Circus,https://i.scdn.co/image/ab67616d0000b273c63cd2cdf411483818a016f7,joy,1327,6909,7633,7240,1225
252,Starlight Mints,Drowaton,https://i.scdn.co/image/ab67616d0000b273463ef04a7eb10ec0a13c381b,sadness,9548,5560,141,8322,6856
253,Bruce Springsteen,We Shall Overcome: The Seeger Sessions,https://i.scdn.co/image/ab67616d0000b273c8f9434375ea01571d149eb2,sadness,3183,3600,76,4807,7794
254,Simon Joyner,Beautiful Losers: Singles and Compilation Tracks 1994-1999,https://i.scdn.co/image/ab67616d0000b273754e3686f63bef998ebbb2f2,sadness,1623,483,5470,9381,4054
255,Madlib,Beat Konducta Vol. 1-2: Movie Scenes,https://i.scdn.co/image/ab67616d0000b2733fcd9492e9510ade63b8aa56,joy,2700,6090,8521,9013,7651
256,Booka Shade,Movements,https://i.scdn.co/image/ab67616d0000b273cc225573301fc096d3a0f5ef,anger,10790,7857,7723,1215,9350
257,Phoenix,Wolfgang Amadeus Phoenix,https://i.scdn.co/image/ab67616d0000b273738f2371ae0c10a381aa5052,sadness,2885,5748,1565,7891,6856
258,El Grupo Nuevo de Omar Rodriguez-Lopez,Cryptomnesia,https://i.scdn.co/image/ab67616d0000b273426f3c41504d482ee139a1c4,anger,6625,1473,6455,1177,130
259,Black Moth Super Rainbow,Eating Us,https://i.scdn.co/image/ab67616d0000b273f64d1c0adea1b4a4d86b1844,joy,8231,3724,9629,7781,7920
260,UGK,UGK 4 Life,https://i.scdn.co/image/ab67616d0000b273708246d265957faafb09fc9f,anger,6108,5538,3570,10972,8540
261,Grizzly Bear,Veckatimest,https://i.scdn.co/image/ab67616d0000b273f5819f138439b3ac881a2a6b,surprise,8717,2746,9092,1926,7937
262,Au Revoir Simone,"Still Night, Still Light",https://i.scdn.co/image/ab67616d0000b27332690d154529c5217db0e3f1,surprise,5877,5400,7442,4365,4090
263,Jeremy Enigk,OK Bear,https://i.scdn.co/image/ab67616d0000b273511d2ef9dfde580dc59a4af7,joy,5680,7312,5067,5700,4640
264,Lucero,"Rebels, Rogues & Sworn Brothers",https://i.scdn.co/image/ab67616d0000b273a388093bcb7d8c51a8f7f605,joy,11028,8767,9083,10026,5890
265,Angela Desveaux,Wandering Eyes,https://i.scdn.co/image/ab67616d0000b27353aaaa5d9eeab9464884535c,anger,6021,4154,8927,6977,7957
266,Animal Collective,Hollinndagain,https://i.scdn.co/image/ab67616d0000b273fbe4851533e1ef0bbc75c5c1,joy,3019,5342,6048,3227,666
267,Ben Kweller,Ben Kweller,https://i.scdn.co/image/ab67616d0000b2732e9a7014d3cdd9961778e391,sadness,10356,2444,2714,4979,3271
268,Active Child,Mercy,https://i.scdn.co/image/ab67616d0000b2733d9a58c378f5269f00f4e540,joy,5326,2641,4492,6938,8660
269,Heather Woods Broderick,Glider,https://i.scdn.co/image/ab67616d0000b273353d9c91ed141f57f0f1b66f,sadness,3372,9513,7654,5216,9599
270,Meek Mill,Dreams Worth More Than Money,https://i.scdn.co/image/ab67616d0000b273fd31cd96c4ba94c40532cc34,anger,983,6243,1157,6769,6695
271,Failure,The Heart Is a Monster,https://i.scdn.co/image/ab67616d0000b273b92726b9802e94647bab8a1b,anger,6153,2701,624,711,673
272,Tyga,The Gold Album: 18th Dynasty,https://i.scdn.co/image/ab67616d0000b273dbd496fd5e056417cad6828a,anger,1619,2830,8230,6217,342
273,Lone,Lemurian,https://i.scdn.co/image/ab67616d0000b273311b0c9a159fda74c041c90f,joy,1764,7007,359,9415,10347
274,Darker My Love,Alive As You Are,https://i.scdn.co/image/ab67616d0000b273067c272627b00a986ce1d667,joy,9671,3910,9033,4706,8588
275,Seu Jorge & Almaz,Seu Jorge & Almaz,https://i.scdn.co/image/ab67616d0000b2736c21f1246222b96a97e5d1b4,joy,7620,6235,2429,4654,6853
276,Maximum Balloon,Maximum Balloon,https://i.scdn.co/image/ab67616d0000b27330860b64b1fae28d16c1087d,joy,6875,6081,5792,9559,9619
277,Christopher Willits,Tiger Flower Circle Sun,https://i.scdn.co/image/ab67616d0000b273a21ae2b2a7033523d9d30a68,surprise,1918,1920,7942,2031,5785
278,Clubfeet,Gold on Gold,https://i.scdn.co/image/ab67616d0000b27360a2fff6ce69aa95f7dd5c07,anger,219,8697,5145,10081,5244
279,Queens of the Stone Age,Rated R [Deluxe Edition],https://i.scdn.co/image/ab67616d0000b2730fa7b83a64a2501b6de8db39,surprise,1624,7640,8607,4649,3435
280,Regina,Puutarhatrilogia,https://i.scdn.co/image/ab67616d0000b273c9a15505f087446ba961efa6,joy,10439,4479,1523,4610,3721
281,CFCF,Drifts,https://i.scdn.co/image/ab67616d0000b2734fd2da8711cb63e7d9f92a82,surprise,4699,10974,8071,9233,9740
282,Dean Wareham,Dean Wareham,https://i.scdn.co/image/ab67616d0000b273e6a6b4d5ec4fb6a85c718597,sadness,6053,4840,234,761,8776
283,Tensnake,Glow,https://i.scdn.co/image/ab67616d0000b27369e2c05ada5d3b738fd0de6f,anger,3023,7022,6399,8981,1899
284,Thou,Heathen,https://i.scdn.co/image/ab67616d0000b273228d8b1f452b8a5aac25cd28,anger,9435,9058,7097,9799,10884
285,Frankie Cosmos,Zentropy,https://i.scdn.co/image/ab67616d0000b27323bc0c419603b7e81662e45d,sadness,9544,4705,10620,6392,7691
286,Cynic,Kindly Bent to Free Us,https://i.scdn.co/image/ab67616d0000b273d8434144c00222410778ced5,joy,5674,6664,4370,9495,9063
287,Soul Position,Unlimited EP,https://i.scdn.co/image/ab67616d0000b2734f96424367b4773a85f73f21,anger,8517,6035,2719,4983,5376
288,Jawbreaker,Etc.,https://i.scdn.co/image/ab67616d0000b273e2fe88697cdead8f87e449b8,anger,5830,5813,1178,4674,6770
289,Lone Pigeon,Concubine Rice,https://i.scdn.co/image/ab67616d0000b27305fbc118502f56b12430da66,joy,7556,6213,6266,3675,843
290,Ill Lit,WACMusic,https://i.scdn.co/image/ab67616d0000b2737ad054df66a9d85e98053a1d,sadness,745,7427,4195,5438,1361
291,The Range,Potential,https://i.scdn.co/image/ab67616d0000b2732b31b8eb58c152d9e824d6b0,sadness,4421,9356,3235,1659,6354
292,Låpsley,Long Way Home,https://i.scdn.co/image/ab67616d0000b273159e8e4d069f035d475f91d2,sadness,8372,6537,6206,3757,2727
293,M. Ward,More Rain,https://i.scdn.co/image/ab67616d0000b27327b3f123dff975c510b6402d,joy,9600,3923,4098,7265,5825
294,Big Ups,Before a Million Universes,https://i.scdn.co/image/ab67616d0000b2730fe1aac751ffe3ebe88c8337,sadness,6354,10168,10218,2478,5183
295,Methyl Ethel,Oh Inhuman Spectacle,https://i.scdn.co/image/ab67616d0000b273a59a4a7cb61cdda304f0229b,surprise,1703,2708,9878,1803,7794
296,Carter Tanton,Jettison The Valley,https://i.scdn.co/image/ab67616d0000b27326482e2b4282e429acabcdbd,sadness,5710,6933,7475,2503,8884
297,Tiga,No Fantasy Required,https://i.scdn.co/image/ab67616d0000b2733542e4268c5a12d41a98b164,joy,7240,7926,3053,10152,4380
298,Fatima Al Qadiri,Brute,https://i.scdn.co/image/ab67616d0000b2731c5288b6172280507584e4db,anger,4165,8273,6038,4973,9725
299,A.A. Bondy,American Hearts,https://i.scdn.co/image/ab67616d0000b273addc2148b93dd228c5f67c36,joy,1556,7418,6015,2150,10505
300,Calvin Harris,I Created Disco,https://i.scdn.co/image/ab67616d0000b273b39660be31f43cdf597de9ff,joy,1501,5299,10670,5254,1576
301,White Williams,Smoke,https://i.scdn.co/image/ab67616d0000b273ec2c8c7acdee5453b530ee8a,joy,7030,7695,6149,2067,4796
302,Son Volt,Honky Tonk,https://i.scdn.co/image/ab67616d0000b2732ff70db06add6175d6a5ecc0,joy,1275,2045,628,1967,5878
303,Devendra Banhart,Mala,https://i.scdn.co/image/ab67616d0000b273bcf2e51e254b5bdd336c6cd9,joy,8796,9745,4052,5944,401
304,Toy Love,Toy Love,https://i.scdn.co/image/ab67616d0000b273cced9c0847e550d27b78a6fb,joy,5501,9701,7768,1986,6952
305,Young Dreams,Between Places,https://i.scdn.co/image/ab67616d0000b27340dc2ca80bfe3ec7c3571d6f,sadness,8222,5488,3600,8156,4330
306,Apparat,Krieg und Frieden (Music for Theatre),https://i.scdn.co/image/ab67616d0000b27378cb5cdf3ce23b056db47ad7,joy,10784,4771,4153,10835,7662
307,David Bowie,The Next Day,https://i.scdn.co/image/ab67616d0000b273e3a383b116eabe5dcbf132b4,joy,958,5162,4093,480,84
308,Golden Grrrls,Golden Grrrls,https://i.scdn.co/image/ab67616d0000b273ff55fcf700f034d885f6196d,surprise,3524,7181,5622,3390,4546
309,Deathfix,Deathfix,https://i.scdn.co/image/ab67616d0000b273ca72326c0ebc326b664180d0,sadness,10848,799,3138,2927,1024
310,Wannadies,Before & After,https://i.scdn.co/image/ab67616d0000b2731aab0f264b5dc93e6f72c95f,joy,1739,2335,4733,2104,5212
311,John Vanderslice,Cellar Door,https://i.scdn.co/image/ab67616d0000b27347d6244a97d98f0ae3bf24db,sadness,2805,2036,1097,3180,9735
312,Camera Obscura,Underachievers Please Try Harder,https://i.scdn.co/image/ab67616d0000b2736d9cab9f01601a0f9d555c36,joy,1962,94,7525,4270,1245
313,Jason Molina,Pyramid Electric Co.,https://i.scdn.co/image/ab67616d0000b2733cffae32cf7c893c7077f468,sadness,5838,3043,6080,5189,663
314,Stereolab,Margerine Eclipse,https://i.scdn.co/image/ab67616d0000b273f0a763af0f6ab0b991036bde,joy,5418,4138,8740,3815,697
315,Sera Cahoone,Only as the Day Is Long,https://i.scdn.co/image/ab67616d0000b273663673df581f8cabe25eaac5,sadness,9610,3873,3029,1533,8689
316,R.E.M.,Accelerate,https://i.scdn.co/image/ab67616d0000b2734557fdc6d8501806344555ad,anger,2713,4457,4432,6661,2462
317,Rick Ross,Trilla,https://i.scdn.co/image/ab67616d0000b27332c5560003ae05f9bb8c5880,anger,10607,7018,6857,4687,446
318,American Steel,Jagged Thoughts,https://i.scdn.co/image/ab67616d0000b273ae954fb7ab9a346e50ffe9a7,sadness,3194,5481,564,5520,10010
319,Built to Spill,Ancient Melodies of the Future,https://i.scdn.co/image/ab67616d0000b27314f0cf9ef52c7b08519ecd47,surprise,2040,10024,3982,1722,734
320,The Lucksmiths,Why That Doesn't Surprise Me,https://i.scdn.co/image/ab67616d0000b273fc2b1fb411e12d631a1fa1ea,sadness,4700,3932,4047,1929,2680
321,Múm,Yesterday Was Dramatic - Today Is OK,https://i.scdn.co/image/ab67616d0000b273ac7863a57972cad02657d713,sadness,1401,9337,8723,5208,5040
322,Tricky,Blowback,https://i.scdn.co/image/ab67616d0000b2731059263a8f082c3f5291cafb,joy,8490,1066,8956,557,9103
323,Animal Collective,Danse Manatee,https://i.scdn.co/image/ab67616d0000b2733289618cda4c38d20ef8146f,joy,10446,1363,3890,8902,11004
324,The Beta Band,Hot Shots II,https://i.scdn.co/image/ab67616d0000b27372f22defb6d6ce5b619e7c4b,sadness,1721,6145,6001,8772,9136
325,The Strokes,Room on Fire,https://i.scdn.co/image/ab67616d0000b2730f35726025e0f025da4c688f,anger,7232,124,477,19,5158
326,Rachel's,Systems/Layers,https://i.scdn.co/image/ab67616d0000b273ad7012d608342fc82036c54d,anger,7900,9611,3311,8991,7288
327,Aesop Rock,Bazooka Tooth,https://i.scdn.co/image/ab67616d0000b27377b053f7543f8abfd2a32a61,anger,6787,1568,10407,4166,7672
328,Kid Koala,Some of My Best Friends Are DJs,https://i.scdn.co/image/ab67616d0000b273ceefe4b9fae65f470eff5131,joy,10869,6117,3247,142,5164
329,Varg,Nordic Flora Series Pt. 3: Gore-Tex City,https://i.scdn.co/image/ab67616d0000b273b219e108cc2df3540ce93a5a,anger,6645,957,5825,1724,1599
330,The Spirit of the Beehive,Pleasure Suck,https://i.scdn.co/image/ab67616d0000b2733db424ff85e36c009403d8c9,sadness,60,7275,1612,6420,657
331,Annie Hardy,Rules,https://i.scdn.co/image/ab67616d0000b2738da3055edf08b41f54c26b57,sadness,581,8715,10284,4120,7772
332,Sade,Love Deluxe,https://i.scdn.co/image/ab67616d0000b273ee65bbd54f993b5f01d5c511,joy,9554,2588,8008,4492,16
333,The New Pornographers,Whiteout Conditions,https://i.scdn.co/image/ab67616d0000b27302009a8b4efcaa66aa6398e5,anger,2636,4729,10010,2459,7390
334,Cory Branan,Adios,https://i.scdn.co/image/ab67616d0000b2732ac7e3e9741daecf45b37ea0,surprise,7529,5411,1423,8999,335
335,Clark,Death Peak,https://i.scdn.co/image/ab67616d0000b273a190abd47c6d4d2d471bb6d9,surprise,7529,1726,10739,1423,334
336,Father John Misty,Pure Comedy,https://i.scdn.co/image/ab67616d0000b2732e74e5926952e461ea94f0e3,sadness,9182,9465,82,10162,6886
337,Diet Cig,Swear I’m Good at This,https://i.scdn.co/image/ab67616d0000b2738595b92ce0c831d1872002d3,sadness,5804,2216,1058,687,5160
338,DIANA,Perpetual Surrender,https://i.scdn.co/image/ab67616d0000b2735c7ba076037cb5f3cb553de1,sadness,9783,4349,4775,6994,8418
339,Crocodiles,Crimes of Passion,https://i.scdn.co/image/ab67616d0000b2731fc8d3b535cd51a57e149a3a,sadness,6303,11014,6260,7711,9911
340,Julianna Barwick,Nepenthe,https://i.scdn.co/image/ab67616d0000b273cfe4ed7f01b112daaf03b0fa,surprise,8431,9416,4419,10699,8167
341,Still Life Still,Mourning Trance,https://i.scdn.co/image/ab67616d0000b273176bdca6863e1b4b768d7dc9,joy,4726,3299,3224,6840,4175
342,A$AP Ferg,Trap Lord,https://i.scdn.co/image/ab67616d0000b273005ca921bdef6548d4f71b76,anger,10110,1895,8533,2830,9508
343,Alabama Shakes,Sound & Color,https://i.scdn.co/image/ab67616d0000b27332c3af4422e6186f3939653f,joy,9002,7804,4209,6025,3602
344,Calexico,Edge of the Sun,https://i.scdn.co/image/ab67616d0000b273438eaef640bd7bbd5df6763b,joy,977,4400,2586,3066,10458
345,Passion Pit,Kindred,https://i.scdn.co/image/ab67616d0000b273116b10104a67c9275f35df5f,sadness,4568,8238,5179,9319,8503
346,Tribulation,The Children of the Night,https://i.scdn.co/image/ab67616d0000b273ffa26f54f78b8bae859f9d9e,surprise,2981,2510,10839,1053,6224
347,Wire,Wire,https://i.scdn.co/image/ab67616d0000b27305bf0eae216cc00669ecbc5d,joy,7431,3551,7624,6726,4679
348,Liz Phair,Somebody's Miracle,https://i.scdn.co/image/ab67616d0000b2737aa83da510bec533dbfb5efe,joy,6042,6049,6415,10964,9992
